,accepted,date,groupNm,lat,limit,lon,place,title,waiting
791,21,2016-05-22,PyLadies Tokyo,35.691723300000,25.0,139.691089700000,オープンストリーム 9F 大会議室,['PyLadies Tokyo Meetup #12'],0
792,15,2016-05-30,「Pythonエンジニア養成読本」読書会,35.655319500000,43.0,139.693779500000,株式会社VOYAGE GROUP セミナールーム　アジト,['「Pythonエンジニア養成読本」読書会 08'],0
793,3,2016-05-17, ,35.470335200000,10.0,139.627961400000,Avintonジャパン　横浜オフィス,['未経験者歓迎！世界トップレベルコンサルタントから英語とプログラミングを学ぶ会＠横浜'],0
794,6,2016-05-21,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.29'],0
795,1,2016-05-17, ,35.470335200000,2.0,139.627961400000,Avintonジャパン　横浜オフィス,['未経験者歓迎！世界トップレベルコンサルタントから英語とプログラミングを学ぶ会＠横浜'],0
796,7,2016-05-03,PyCon JP スタッフ,35.647352500000,,139.713237200000,アライドアーキテクツ,['PyCon JP メディアチームWeb制作ハッカソン 2016.05'],0
797,10,2016-05-28,Effective Python読書会,35.622460200000,18.0,139.716639500000,品川区立五反田文化センター,['Effective Python読書会 #3'],0
798,0,2016-05-19, ,35.631434000000,100.0,139.713972800000,     アマゾンジャパンオフィス（目黒駅から徒歩6分、アルコタワー）,['Amazon は東京のソフトウェアエンジニアのみなさんをOpen Houseへご招待します'],0
799,8,2016-05-17,Python ボルダリング部,35.695817500000,,139.698902600000,APEXクライミングジム新宿西口店,['Python ボルダリング部 #79'],0
800,10,2016-05-28, ,26.273964000000,10.0,127.728946600000,宜野湾ベイサイド情報センター 4F,['GCPUG hands-on Okinawa #1 (App Engine)'],0
801,9,2016-05-17,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30005月17日（ほぼ毎週開催）'],0
802,43,2016-05-21,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社,['第16回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
803,12,2016-05-10,Hacker’s Free Space,35.682820300000,20.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30005月10日（ほぼ毎週開催）'],0
804,3,2016-05-18,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第50期 #3'],0
805,20,2016-05-21,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第64回)Python mini Hack-a-thon'],11
806,27,2016-05-05,IGGG Meetup,36.423046900000,,139.348768700000,群馬大学桐生キャンパス　総合研究棟502,['IGGG Meetup 2016 Spring'],0
807,144,2016-06-07,Start Python Club,35.685400600000,150.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#13'],19
808,0,2016-06-23,株式会社インサイトテクノロジー,34.705344600000,30.0,135.494643200000,株式会社インサイトテクノロジー大阪支店,['DBテクノロジーを学ぶ！三木会（さんもくかい）＠大阪'],0
809,8,2016-06-18,PyCon JP,35.024896300000,19.0,135.776909100000,カンファーハウス CAMPHOR- HOUSE,['Python Boot Camp in 京都'],0
810,0,2016-06-28,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #8'],0
811,0,2016-06-14,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #7'],0
812,0,2016-06-07,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #6'],0
813,11,2016-06-20,JAWS-UG朝会,35.631459700000,18.0,139.714035100000,アマゾンウェブサービスジャパン,['JAWS-UG朝会 #3 sns-message'],0
814,16,2016-06-29,「Pythonエンジニア養成読本」読書会,35.655319500000,23.0,139.693779500000,株式会社VOYAGE GROUP セミナールーム　アジト,['「Pythonエンジニア養成読本」読書会 09'],0
815,95,2016-06-30,Wantedly,35.639799900000,100.0,139.722135700000,ウォンテッドリー白金台オフィス,['WWDC16. Meetup @Wantedly with 日本経済新聞社'],0
816,5,2016-06-25,FuraIT,43.347486500000,15.0,142.389355100000,ふらっと 1F 会議室,['FuraIT #17 - Linuxコマンドとvimに慣れ親しむ'],0
817,100,2016-06-22,Gunosy Development Div.,35.658041500000,100.0,139.698262300000,渋谷マークシティ13階 サイバーエージェントセミナールームA,"['【CyberZ×Gunosy】広告事業の最新開発事例とビールの会【AWS, Go, アドテク】']",37
818,14,2016-06-26, ,35.696006400000,18.0,139.698533200000,ＭＧＴカレッジ新宿校,['ArduinoによるIoT稼働デバイスの制御(ＩｏＴ/ビッグデータ実践ハンズオンセミナー第3回)'],0
819,35,2016-06-22,D-Cube,35.658780600000,35.0,139.705258000000,株式会社ビズリーチ 26階,['はじめての機械学習勉強会 第四回（好評のため増席）'],8
820,18,2016-06-20,TECH_SALON若手エンジニア勉強会グループ,35.671454500000,30.0,139.714673500000,株式会社マイネット本社,['【Ruby + python + PHP】初夏の3言語プログラミング大祭り【大学生限定】'],0
821,7,2016-06-18,Effective Python読書会,35.622460200000,18.0,139.716639500000,品川区立五反田文化センター,['Effective Python読書会 #4'],0
822,62,2016-06-17, HTML5+JS勉強会コミュニティ,,70.0,,代々木TechBuzzSpace（JECビル 5F）,['【#TechBuzz】6/17 第24回HTML5+JS勉強会 in 代々木'],0
823,7,2016-06-18,PyCon JP,35.024896300000,25.0,135.776909100000,CAMPHOR- HOUSE,['Python Boot Camp in 京都 懇親会'],0
824,23,2016-06-25,Python東海,35.192883000000,30.0,136.890232900000,西生涯学習センター 第2集会室,['Python東海 第30回勉強会'],0
825,72,2016-06-12,関ジャバ,34.693318200000,85.0,135.494685200000,楽天株式会社 大阪支社,['初夏の関ジャバ祭り2016'],0
826,15,2016-06-18,PyData.Okinawa,26.273964000000,15.0,127.728946600000,Gwave Space プレゼンテーションルームB,['PyData.Okinawa Meetup #14 - kaggle'],0
827,3,2016-06-18,PyLadies Tokyo,35.646818300000,10.0,139.713333500000,All About,['PyLadies Tokyo 読書会 #1'],0
828,19,2016-06-25,PyLadies Tokyo,35.670847400000,25.0,139.760556500000,MTL Cafe @銀座,['PyLadies Tokyo Meetup #13'],0
829,7,2016-06-18,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.30'],0
830,25,2016-06-03, ,33.585794800000,25.0,130.420730100000,株式会社ベータソフト 様 会議室,['HAKATA LT NIGHT'],0
831,9,2016-06-07,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30006月7日（ほぼ毎週開催）'],0
832,14,2016-06-21,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30006月21日（ほぼ毎週開催）'],2
833,12,2016-06-28,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30006月28日（ほぼ毎週開催）'],0
834,12,2016-06-14,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30006月14日（ほぼ毎週開催）'],0
835,7,2016-06-10,Python ボルダリング部,35.699858000000,,139.768019100000,B-PUMP Tokyo 秋葉原,['Python ボルダリング部 #80'],0
836,20,2016-06-25,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第65回)Python mini Hack-a-thon'],0
837,37,2016-06-11,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社,['第17回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
838,10,2016-06-04,PyCon JP スタッフ,35.686419300000,,139.703462800000,ビープラウド会議室,['PyCon JP メディアチームWeb制作ハッカソン #3 2016.06'],0
839,7,2016-06-23,自然言語処理を学ぶ会,35.670503400000,15.0,139.687518100000,白ヤギコーポレーション,['入門自然言語処理を学ぶ会 - 第10回'],0
840,7,2016-06-15,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第51期 #1'],0
841,16,2016-07-02,グラフ共有コミュニティ「E2D3」,35.446655200000,50.0,139.637757200000,さくらWORKS,['【投票直前】 参院選データジャーナリズムハッカソン - 立候補者の違いを可視化しよう！'],0
842,135,2016-07-06,Start Python Club,35.685400600000,170.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#14'],0
843,15,2016-07-30,PyCon JP,33.838452100000,24.0,132.768874900000,サイボウズ（株）松山オフィス,['Python Boot Camp in 愛媛'],0
844,103,2016-07-25,Cloudera,35.642335500000,103.0,139.713436400000,DMM.com ラボ,['夏真っ盛り！Spark + Python + Data Science祭り'],206
845,0,2016-07-08,株式会社インサイトテクノロジー,43.067095000000,30.0,141.345896200000,札幌センタービル14F (株式会社インサイトテクノロジー 札幌開発センター),['Sapporo Tech Bar'],0
846,10,2016-07-17,もくもくスタディ,35.701327200000,10.0,139.768123200000,Synapse,['第1回 Coursera機械学習コース勉強会'],39
847,53,2016-07-22,PyData.Tokyo,35.658774900000,55.0,139.705222800000,デンソーアイティーラボラトリ,['PyData.Tokyo Meetup #8 -「 Python機械学習プログラミング」発売記念'],40
848,0,2016-07-26,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #10'],0
849,0,2016-07-12,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #9'],0
850,50,2016-07-20, ,35.660400500000,50.0,139.729042800000,Google東京オフィス,['RNN camp'],114
851,19,2016-07-02,PythonBeginners沖縄,26.342035700000,29.0,127.859730800000,沖縄IT津梁パーク5F レキサス大会議室,['PythonBeginners沖縄(仮)'],0
852,4,2016-07-30,PyCon JP,33.837457700000,25.0,132.769247100000,てんぐ屋敷 桃太楼,['Python Boot Camp in 愛媛 懇親会'],0
853,7,2016-07-27,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第4回 もくもく機械学習勉強会@Oct'],0
854,13,2016-07-25,JAWS-UG朝会,35.631459700000,18.0,139.714035100000,アマゾンウェブサービスジャパン,['JAWS-UG朝会 #4 cloudwatch-alarm-to-slack'],0
855,5,2016-07-24,データサイエンスビギナーズ勉強会,35.689904600000,5.0,139.708393400000,HackerSpace新宿,['【満員御礼】Azure Machine Learningで機械学習超入門&もくもく会(第0回)'],0
856,4,2016-07-30,PyLadies Tokyo,35.655261600000,12.0,139.693729900000,VOYAGE GROUP,['PyLadies Tokyo Meetup #14'],0
857,14,2016-07-23,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【初回】『入門 Python 3（オライリー）』勉強会'],0
858,6,2016-07-21,自然言語処理を学ぶ会,35.670503400000,15.0,139.687518100000,白ヤギコーポレーション,['入門自然言語処理を学ぶ会 - 第11回'],0
859,4,2016-07-26,pyKy,35.700535600000,15.0,139.771158400000,AKIBAPOP:DOJO 秋葉原スタジオ,['Kivy 勉強会 #6'],0
860,5,2016-07-23,PyLadies Tokyo,,,,Skype,['PyLadies Tokyo - スタッフ作業日 #11'],0
861,2,2016-07-24, ,35.654888400000,20.0,139.703133700000,株式会社バイナリー,['Pythonでの機械学習 / 自然言語処理を使ってデータを楽しくもくもくする会！'],0
862,21,2016-07-27,BPStudy,35.690179500000,57.0,139.704168900000,新宿三丁目貸会議室 ルーム 401A,['BPStudy#107'],0
863,32,2016-07-18,Python入門者の集い,35.659024900000,50.0,139.703473000000,渋谷ヒカリエ17階(レバレジーズ本社),['Python入門者向けハンズオン #3'],0
864,19,2016-07-16,IoT縛りの勉強会! IoTLT,34.405512200000,29.0,132.458066800000,広島市中央公民館 3階 大集会室 3,['広島版IoT縛りの勉強会\x10! IoTLT広島 vol.2'],0
865,6,2016-07-22,super-hackathon,34.705344600000,12.0,135.494643200000,ナレッジサロン,['Skill Exchange LT Vol.0 in Osaka'],0
866,7,2016-07-30,PyCon JP スタッフ,35.698419900000,,139.794350700000,両国テラス,['PyCon JP Staff hack-a-thon #5 2016.07.30'],0
867,8,2016-07-20,Python ボルダリング部,35.704881700000,,139.618661500000,B-PUMP 荻窪店,['Python ボルダリング部 #82'],0
868,13,2016-07-10, ,35.654888400000,20.0,139.703133700000,株式会社バイナリー,['Pythonでの機械学習 / 自然言語処理を使ってデータを楽しくもくもくする会！'],0
869,7,2016-07-12,TECH_SALON若手エンジニア勉強会グループ,35.658145600000,7.0,139.697160200000,コロプラネクスト The Roots,['【大学生限定】【python\x08入門】python速習会'],5
870,9,2016-07-20,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第3回 もくもく機械学習勉強会@Oct'],0
871,12,2016-07-13,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第2回 もくもく機械学習勉強会@Oct'],0
872,14,2016-07-06,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['もくもく機械学習勉強会@Oct'],0
873,1,2016-07-13,インテル ソフトウェア・カンファレンス,33.590524400000,,130.421069500000,JR 博多シティ会議室 10F ,['インテル主催カンファレンス 2016 福岡 - Xeon Phi、マシンラーニング対応技術をご紹介'],0
874,17,2016-07-09, ,35.162259500000,20.0,138.689110500000,コミュニティF,['Shizuoka.py #5'],0
875,7,2016-07-07,PyCon JP スタッフ,35.647352500000,30.0,139.713237200000,アライドアーキテクツ株式会社,['PyCon JP 2016 メディアチーム MTG#7'],0
876,4,2016-07-12,PyCon JP スタッフ,,,,,['Python Boot Camp in 愛媛 事前ミーティング'],0
877,7,2016-07-24,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.31'],0
878,12,2016-07-10,Labit,35.654483800000,12.0,139.704164700000,株式会社Labit,['RailsとかSwiftとかPythonとかGo言語もくもく勉強会 #05'],2
879,13,2016-07-16,PyData.Okinawa,26.273964000000,15.0,127.728946600000,Gwave Space プレゼンテーションルームB,['PyData.Okinawa Meetup #15 - kaggle'],0
880,7,2016-07-03,Labit,35.654483800000,16.0,139.704164700000,株式会社Labit,['RailsとかSwiftとかPythonとかGo言語もくもく勉強会 #04'],0
881,44,2016-07-17,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社,['第18回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
882,6,2016-07-01,マーケットエンタープライズ／MARKET ENTERPRISE,35.675313800000,20.0,139.769569700000,マーケットエンタープライズ本社,['フルスタックCTOがクラウドネイティブな自社システムを解説！【フリードリンク＆軽食付き】'],0
883,20,2016-07-09,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第66回)Python mini Hack-a-thon'],1
884,10,2016-07-26,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30007月26日（ほぼ毎週開催）'],0
885,7,2016-07-19,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30007月19日（ほぼ毎週開催）'],0
886,12,2016-07-12,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30007月12日（ほぼ毎週開催）'],0
887,6,2016-07-04,Python ボルダリング部,35.695817500000,,139.698902600000,APEXクライミングジム新宿西口店,['Python ボルダリング部 #81'],0
888,12,2016-07-02,PyCon JP スタッフ,35.686744400000,,139.728420500000,エル・アルボル,['PyCon JP hack-a-thon #4 2016.07'],0
889,6,2016-07-13,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第51期 #2'],0
890,18,2016-07-31, ,35.696006400000,19.0,139.698533200000,ＭＧＴカレッジ新宿校,['Pythonによるデータ処理 -ＩｏＴ/ビッグデータ実践ハンズオンセミナー第４回'],0
891,117,2016-08-10,Start Python Club,35.685400600000,150.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#15'],0
892,93,2016-08-31,Python入門者の集い,35.659024900000,132.0,139.703473000000,渋谷ヒカリエ17階(レバレジーズ本社),['Python入門者の集い #3'],0
893,12,2016-08-29,JAWS-UG朝会,35.631459700000,18.0,139.714035100000,アマゾンウェブサービスジャパン,['JAWS-UG朝会 #5 slack-echo-command'],0
894,11,2016-08-28,PyCon JP,32.799809000000,19.0,130.708227300000,未来会議室,['Python Boot Camp in 熊本'],0
895,14,2016-08-27,PyLadies Tokyo,35.700029100000,50.0,139.770878800000,カスペルスキー トレーニングルーム,['PyLadies Tokyo Meetup #15'],0
896,8,2016-08-28,PyCon JP,32.803281000000,25.0,130.712940600000,トラットリアロッソ,['Python Boot Camp in 熊本 懇親会'],0
897,32,2016-08-28,データサイエンスビギナーズ勉強会,35.696031100000,34.0,139.690523000000,ポート株式会社,['【増枠】データサイエンスビギナーズ Azure Machine Learning ハンズオン'],23
898,60,2016-08-25,「Pythonで体験する深層学習」勉強会,35.646012500000,60.0,139.703837200000,デジタルガレージセミナールーム,['「Pythonで体験する深層学習」勉強会\u3000第１回（懇親会有り）'],115
899,60,2016-08-29,PyData.Tokyo,35.644566400000,60.0,139.734670600000,アクサ生命保険株式会社,['PyData.Tokyo Meetup #9 -「地理情報データ」'],32
900,9,2016-08-28,大阪PRML読書会,,25.0,,Skype & Slack,['IPythonデータサイエンスクックブック オンライン読書会#20'],0
901,17,2016-08-20,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】『入門 Python 3（オライリー）』勉強会'],11
902,18,2016-08-20,PyData.Okinawa,26.273964000000,20.0,127.728946600000,Gwave Space プレゼンテーションルームB,['PyData.Okinawa Meetup #16- Kerasで深層学習'],0
903,7,2016-08-25,Tech系Meetupグループ,35.657986300000,30.0,139.699932500000,渋谷DeBarge デバージ,"['""キャリコン""ランサーズSansanサイバード確定！3日連続{Meetup}：エンジニア編\u3000#5']",0
904,35,2016-08-12,東京工業大学CBECプログラム,35.605944500000,35.0,139.683565200000,東京工業大学 大岡山キャンパス南4号館 S421 （セブンイレブンの2F）,['中高生のための夏休みプログラミング教室'],35
905,9,2016-08-23,Python Study,35.670503400000,17.0,139.687518100000,白ヤギコーポレーション,['ハイパフォーマンスPythonを学ぶ会 - 第4回'],0
906,10,2016-08-08, ,35.703210400000,10.0,139.767635700000,株式会社UEI ,['10代のための人工知能プログラミングワークショップ'],5
907,26,2016-08-13,PythonBeginners沖縄,26.342035700000,29.0,127.859730800000,沖縄IT津梁パーク5F レキサス大会議室,['PythonBeginners沖縄(仮) 2nd'],0
908,1,2016-08-17,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第7回 もくもく機械学習勉強会@Oct'],0
909,11,2016-08-16,Python Study,35.670503400000,17.0,139.687518100000,白ヤギコーポレーション,['ハイパフォーマンスPythonを学ぶ会 - 第3回'],0
910,2,2016-08-23,Deep Learning 自習会,,6.0,,,['Deep Learning 自習会 #11'],0
911,7,2016-08-20,Effective Python読書会,35.622460200000,18.0,139.716639500000,品川区立五反田文化センター,['Effective Python読書会 #5'],0
912,20,2016-08-18,くろのて勉強会,35.686402100000,20.0,139.703513600000,BeProud オフィス,['【初心者】Python勉強会【歓迎】#2'],4
913,18,2016-08-09,くろのて勉強会,35.686402100000,20.0,139.703513600000,BeProud オフィス,['【初心者】Python勉強会【歓迎】'],0
914,4,2016-08-12,神戸Pythonの会,34.689908000000,10.0,135.193219800000,神戸デジタル・ラボ 10F セミナールーム,['神戸Pythonの会 Meetup #1'],0
915,2,2016-08-20,Sphinx-users.jp,35.690448800000,5.0,139.726305400000,タイムインターメディア 会議室 3F,['Sphinx ハンズオン 2016.8'],0
916,3,2016-08-20,タネマキGAE,35.461116800000,8.0,139.615507400000,タネマキ,['GAE (Go/Python) もくもく勉強会 in 横浜タネマキ vol.32'],0
917,8,2016-08-09,TECH_SALON若手エンジニア勉強会グループ,35.680969500000,12.0,139.706752400000,ピクシブ株式会社,['【大学生限定】ロジスティック回帰勉強会 | AI_COMMUNE Vol.2'],0
918,7,2016-08-13, ,35.677478500000,8.0,139.736023700000,ホノルルコーヒー赤坂見附,['機械学習・深層学習もくもくスキルアップ会'],0
919,7,2016-08-09,Python Study,35.670503400000,17.0,139.687518100000,白ヤギコーポレーション,['ハイパフォーマンスPythonを学ぶ会 - 第2回'],0
920,0,2016-08-06,FashionTech Night @Shibuya,35.663277100000,,139.699892600000,STYLER,['第1回「Python機械学習プログラミング」勉強会'],0
921,6,2016-08-05,【nifty】Recruitment / Internship,35.696065400000,15.0,139.689382600000,ニフティ株式会社 18F,['【ニフティ】中途採用説明会＜エンジニア向け＞ ～ ニフティのエンジニアと気軽に話してみませんか？'],0
922,13,2016-08-07, ,35.654888400000,20.0,139.703133700000,株式会社バイナリー,['Pythonでの機械学習 / 自然言語処理を使ってデータを楽しくもくもくする会！'],0
923,16,2016-08-20,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】『ITエンジニアのための機械学習理論入門』輪読会'],1
924,1,2016-08-04,Xoxzo Telephony,,30.0,,Google Hangout,['XOXZOオフィスアワー [2016/08/04]'],0
925,17,2016-08-03,「Pythonエンジニア養成読本」読書会,35.655319500000,24.0,139.693779500000,株式会社VOYAGE GROUP セミナールーム　アジト,['「Pythonエンジニア養成読本」読書会 10（最終回）'],0
926,13,2016-08-01,TECH_SALON若手エンジニア勉強会グループ,,20.0,,株式会社コロプラ,['AI_COMMUNE 始動！ - AI学ぶ準備、整いました-'],0
927,12,2016-08-02,Python Study,35.670503400000,17.0,139.687518100000,白ヤギコーポレーション,['ハイパフォーマンスPythonを学ぶ会 - 第1回'],3
928,24,2016-08-03,ABEJA-Innovation-Meetup,35.665303100000,40.0,139.743752500000,ABEJA Openspace,['【40名超→20席追加!】ABEJA×Wantedly×アイリッジの3社が自社インフラの裏側をご紹介'],0
929,2,2016-08-08,PyLadies Tokyo,,10.0,,Skype,['PyLadies Tokyo 輪読会 #7'],0
930,10,2016-08-11,CAMPHOR-,35.024896300000,,135.776909100000,CAMPHOR- HOUSE,['第5回 プログラミング大相談会'],0
931,6,2016-08-10,Python ボルダリング部,35.704881700000,,139.618661500000,B-PUMP 荻窪店,['Python ボルダリング部 #83'],0
932,3,2016-08-10,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第6回 もくもく機械学習勉強会@Oct'],0
933,6,2016-08-16,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30008月16日（ほぼ毎週開催）'],0
934,14,2016-08-20,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#2】『ITエンジニアのための機械学習理論入門』輪読会'],3
935,15,2016-08-06, ,35.655649800000,15.0,139.544203900000,電通大図書館,['機械学習勉強会@電通大'],1
936,10,2016-08-03,oct勉強会,35.622901300000,15.0,139.722434500000,株式会社オクト,['第5回 もくもく機械学習勉強会@Oct'],0
937,4,2016-08-18,自然言語処理を学ぶ会,35.670503400000,15.0,139.687518100000,白ヤギコーポレーション,['入門自然言語処理を学ぶ会 - 第12回'],0
938,12,2016-08-09,Hacker’s Free Space,35.682820300000,15.0,139.739030000000,Co-CreationLABO,['プログラミング勉強部屋\u30008月9日（ほぼ毎週開催）'],0
939,34,2016-08-06,【フリースタイル】もくもく会,35.696031100000,60.0,139.690523000000,ポート株式会社,['第19回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
940,6,2016-08-17,Plone JP,35.707590800000,10.0,139.778459800000,CMSコミュニケーションズ,['Plone研究会第51期 #3'],0
941,20,2016-08-06,Python mini Hack-a-thon,35.686419300000,20.0,139.703462800000,ビープラウド会議室,['(第67回)Python mini Hack-a-thon'],1
942,17,2016-08-20,NVDA日本語チーム,35.710077400000,30.0,139.711164400000,日本盲人会連合,['NVDACon JP 2016.2 (夏のNVDAミートアップ)'],0
943,14,2016-08-28, ,35.696006400000,19.0,139.698533200000,ＭＧＴカレッジ新宿校,['NoSQLデータベース（MongoDB）を使ったデータ管理 (ＩｏＴ/ビッグデータセミナー第5回)'],0
944,107,2016-09-07,Start Python Club,35.685400600000,150.0,139.740574000000,クリーク・アンド・リバー社,['みんなのPython勉強会#16'],1
945,5,2016-09-09,PyEhime,33.854177400000,12.0,132.752257000000,元町珈琲 松山中央の離れ,['PyEhime もくもく勉強会'],0
946,20,2016-09-14,Forkwell,35.661413800000,27.0,139.714480200000,groovesオフィス,['【増席しました】機械学習のフレームワーク「ReNom」を通して、GRIDが描く人工知能の未来とは？'],0
947,55,2016-09-29,PyData.Tokyo,35.658774900000,56.0,139.705222800000,YouTube,['PyData.Tokyo Meetup #10 -「データ前処理」'],9
948,30,2016-09-28,Python Study,35.655261600000,36.0,139.693729900000,VOYAGE GROUP,['Python 入門 ビギナー向け勉強会'],0
949,6,2016-09-27,岡山Python勉強会,34.644615900000,,133.907800800000,株式会社 システム ヨシイ,['第23回\u3000岡山Python勉強会'],0
950,13,2016-09-30,D-Cube,35.658780600000,18.0,139.705258000000,株式会社ビズリーチ 26階,['【インフラエンジニアいらず】さくっとデプロイするサーバーレスアーキテクチャ入門'],0
951,0,2016-09-28,Xoxzo Telephony,,30.0,,Google Hangout,['XOXZOオフィスアワー [2016/09/28]'],0
952,16,2016-09-26,D-Cube,35.658780600000,16.0,139.705258000000,株式会社ビズリーチ 26階,['初学者向け機械学習ハンズオン'],9
953,22,2016-09-30,白ヤギコーポレーション,35.665487700000,28.0,139.735903900000,株式会社Speee,['Pythonで動かして学ぶ機械学習入門 第2回 (全4回)'],46
954,6,2016-09-25,GCPUG Shonan,35.330018500000,15.0,139.408321900000,茅ヶ崎Login,['GCPUG Shonan vol.6 feat.GAE'],0
955,8,2016-09-27,TECH_SALON若手エンジニア勉強会グループ,35.631459700000,25.0,139.714035100000,株式会社ドリコム,['【大学生・院生限定】TECH_SALON AI勉強会  Week3'],0
956,2,2016-09-24,PyCon JP,35.626610400000,5.0,139.740987400000,日本マイクロソフト株式会社　品川オフィス,['PyCon JP 2016 Development Sprints 託児室'],0
957,50,2016-09-07, ,35.660400500000,50.0,139.729042800000,Google東京オフィス,['RNN camp #2'],26
958,0,2016-09-28,株式会社インサイトテクノロジー,43.067095000000,30.0,141.345896200000,札幌センタービル14F (株式会社インサイトテクノロジー 札幌開発センター),['Sapporo Tech Bar #2'],0
959,6,2016-09-23,TECH_SALON若手エンジニア勉強会グループ,35.631459700000,25.0,139.714035100000,株式会社ドリコム,['【大学生・院生限定】TECH_SALON AI勉強会  Week2'],0
960,8,2016-09-24,大阪PRML読書会,,25.0,,Skype & Slack,['IPythonデータサイエンスクックブック オンライン読書会#24'],0
961,2,2016-09-24, ,35.712056400000,30.0,139.762774500000,東京大学工学部3号館33講義室,"['【増席】ABEJA,FiNC主催学生向け1dayDeeplearning勉強会(9/24開催)']",0
962,15,2016-09-28, ,35.690410700000,15.0,139.734606700000,株式会社情報医療,['アプリケーションエンジニアのための人工知能超入門'],36
963,26,2016-09-22,PyCon JP,35.706069400000,35.0,139.706809500000,早稲田大学西早稲田キャンパス63号館,['PyCon JP 2016: Youth Coder Workshop'],0
964,11,2016-09-25,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#4】『入門 Python 3（オライリー）』勉強会'],0
965,10,2016-09-25,マーケティング×統計学,35.699555600000,17.0,139.780737800000,Akiba code,['【#4】『ITエンジニアのための機械学習理論入門』輪読会'],0
966,13,2016-09-15,自然言語処理を学ぶ会,35.670503400000,16.0,139.687518100000,白ヤギコーポレーション,['自然言語処理技術の最近の動向を学ぶ会'],11
967,11,2016-09-12,CrowdWorks,35.642363300000,25.0,139.713453100000,クラウドワークス,['【学生歓迎】プログラミングもくもく会：クラウドワークスがカフェ代わりに！？'],0
968,39,2016-09-24,【フリースタイル】もくもく会,35.696031100000,62.0,139.690523000000,ポート株式会社(住友不動産新宿グランドタワー12F),['第20回【フリースタイル】PORTもくもく会【学生歓迎！】'],0
